id,en,tw,status,comment
7539,discreet,(adj.8) 謹慎的;謙虛的;不引人注意的,,6
7540,disgraceful,(adj.11) 不名譽的;可恥的,,6
7541,dispensable,(adj.11) 非必要的;可分配的,,6
7542,disposable,(adj.10) 可任意處理的;用完即丟棄的,,6
7543,dissident,(adj.9) 意見不同的,,6
7544,diverse,(adj.7) 互異的;多變化的,,6
7545,documentary,(adj.11) 文件的;(電影、電視等)記錄的,,6
7546,drastic,(adj.7) 激烈的;極端的,,6
7547,dreary,(adj.6) 慘淡的;沈悶的,,6
7548,dual,(adj.4) 雙的;雙倍的;雙重的,,6
7549,dubious,(adj.7) 半信半疑的;含糊的,,6
7550,eccentric,(adj.9) (人、行為等)古怪的,,6
7551,edible,"(adj.6) 可食的,食用的",,6
7552,editorial,(adj.9) 社論的,,6
7553,eligible,(adj.8) 有資格當選的;合格的,,6
7554,elite,(adj.5) 精英的,,6
7555,eloquent,(adj.8) 雄辯的;口才流利的,,6
7556,emphatic,(adj.8) 強調的;著重的,,6
7557,epidemic,(adj.8) 流行性的;傳染的;極為流行的,,6
7558,equivalent,"(adj.10) 相等的,相同的",,6
7559,ethical,(adj.7) 倫理的;道德的,,6
7560,ethnic,(adj.6) 種族的;人種學的,,6
7561,excessive,(adj.9) 過度的;極度的,,6
7562,exclusive,(adj.9) 排外的;唯一的;獨家的,,6
7563,exotic,(adj.6) 異國情調的;外來的,,6
7564,explicit,(adj.8) 詳盡的;清楚的,,6
7565,exquisite,(adj.9) 精緻的;精良的;精選的,,6
7566,extracurricular,(adj.15) 課外的,,6
7567,fabulous,(adj.8) 極好的;驚人的,,6
7568,feasible,(adj.8) 可行的;可能的,,6
7569,finite,(adj.6) 有限的,,6
7570,fireproof,(adj.9) 防火的;耐火的,,6
7571,fluid,(adj.5) 流動的;液體的;流暢的,,6
7572,formidable,(adj.10) 令人畏懼的;難對付的,,6
7573,forthcoming,(adj.11) 即將到來的,,6
7574,foster,(adj.6) 收養的,,6
7575,fragile,(adj.7) 易碎的;虛弱的,,6
7576,frail,(adj.5) 身體虛弱的;易損壞的,,6
7577,genetic,(adj.7) 基因的;遺傳(學)的,,6
7578,gloomy,(adj.6) 陰暗的;憂鬱的,,6
7579,graphic,(adj.7) 生動的;寫實的;圖解的,,6
7580,honorary,(adj.8) (學位等)名譽上的;名譽職位的,,6
7581,hospitable,(adj.10) 好客的;(氣候等)宜人的,,6
7582,humanitarian,(adj.12) 人道主義的;博愛的,,6
7583,hysterical,(adj.10) 歇斯底里的;極可笑的,,6
7584,immune,(adj.6) 免疫的;免於...的,,6
7585,imperative,(adj.10) 必要的;命令式的;祈使法的,,6
7586,implicit,(adj.8) 不言明的;含蓄的,,6
7587,imposing,(adj.8) 壯觀的;氣勢宏偉的;莊嚴的,,6
7588,incentive,"(adj.9) 刺激的;鼓勵的,獎勵的",,6
7589,incidental,(adj.10) 易發生的;附帶的,,6
7590,inclusive,(adj.9) 包含的;包括在內的,,6
7591,inevitable,(adj.10) 不可避免的,,6
7592,infectious,(adj.10) 傳染的;有感染力的,,6
7593,ingenious,(adj.9) 心靈手巧的;足智多謀的,,6
7594,inherent,(adj.8) 固有的;與生俱來的,,6
7595,initiative,(adj.10) 開始的;初步的;創始的,,6
7596,innovative,(adj.10) 創新的,,6
7597,intact,(adj.6) 完整無缺的;原封不動的,,6
7598,invaluable,(adj.10) 非常貴重的;無價的,,6
7599,ironic,(adj.6) 具有諷刺意味的;挖苦的,,6
7600,irritable,(adj.9) 易怒的;急躁的,,6
7601,joyous,(adj.6) 快樂的;高興的,,6
7602,legendary,(adj.9) 傳說的;傳奇的,,6
7603,legislative,(adj.11) 立法的;有立法權的,,6
7604,legitimate,(adj.10) 合法的;合法婚姻所生的;合理的,,6
7605,lengthy,(adj.7) 長的;冗長的;囉唆的,,6
7606,liable,(adj.6) 易...的;可能的;負有法律責任的,,6
7607,literal,(adj.7) 照字面的;原義的;如實的,,6
7608,literate,(adj.8) 能讀寫的;有文化修養的,,6
7609,lunatic,(adj.7) 瘋的;瘋狂的,,6
7610,lush,(adj.4) 蒼翠繁茂的;豐富的,,6
7611,lyric,(adj.5) 抒情的;適於歌唱的,,6
7612,medieval,(adj.8) 中世紀的;中古風的;守舊的,,6
7613,melancholy,(adj.10) 憂鬱的;令人沮喪的,,6
7614,mellow,(adj.6) (水果)成熟的;(人)圓熟的,,6
7615,metropolitan,(adj.12) 大都市的,,6
7616,militant,(adj.8) 好戰的;激進的,,6
7617,miniature,(adj.9) 小型的;小規模的,,6
7618,miraculous,(adj.10) 神奇的;奇蹟般的,,6
7619,mischievous,(adj.11) 惡作劇的;淘氣的,,6
7620,missionary,(adj.10) 傳教的;教會的;傳教士的,,6
7621,monotonous,(adj.10) 單調的;無變化的,,6
7622,mournful,(adj.8) 憂傷的;悲切的,,6
7623,municipal,(adj.9) 市的;市政的,,6
7624,mute,(adj.4) 沈默的;啞的,,6
7625,narrative,(adj.9) 敘事的;故事形式的,,6
7626,naval,(adj.5) 海軍的,,6
7627,neutral,(adj.7) 中立的;中立國的;空檔的,,6
7628,notorious,(adj.9) 惡名昭彰的,,6
7629,nutrient,"(adj.8) 營養的,滋養的",,6
7630,nutritious,(adj.10) 有營養的,,6
7631,obscure,(adj.7) 暗的;模糊的;偏僻的;微賤的,,6
7632,operational,(adj.11) 操作上的;經營上的,,6
7633,optional,(adj.8) 隨意的;非必須的,,6
7634,orderly,(adj.7) 整齊的;有條理的,,6
7635,outrageous,(adj.10) 可恥的;無法無天的;令人吃驚的,,6
7636,outright,(adj.8) 全部的;直率的;公開的,,6
7637,overhead,(adj.8) 在上頭的;高架的,,6
7638,pathetic,(adj.8) 可憐的;可悲的,,6
7639,patriotic,(adj.9) 愛國的,,6
7640,pedestrian,(adj.10) 徒步的;行人的,,6
7641,persistent,(adj.10) 堅持不懈的;固執的;持續的,,6
7642,perspective,"(adj.11) 透視的,透視畫的",,6
7643,petty,(adj.5) 小的;瑣碎的;氣量小的,,6
7644,photographic,(adj.12) 攝影(術)的;攝影用的,,6
7645,picturesque,(adj.11) 圖畫般的;美麗的,,6
7646,pious,(adj.5) 虔誠的;篤信的,,6
7647,pollutant,(adj.9) 受污染的;造成污染的,,6
7648,preliminary,(adj.11) 預備的;初步的,,6
7649,premature,(adj.9) 過早的;草率的;早產的,,6
7650,premier,(adj.7) 首位的;最早的,,6
7651,presidential,(adj.12) 總統的;總統選舉的,,6
7652,preventive,(adj.10) 預防的;防病的,,6
7653,profound,(adj.8) 深刻的;深度的,,6
7654,progressive,(adj.11) 逐漸的,,6
7655,prone,(adj.5) 有...傾向的;俯伏的,,6
7656,prospective,(adj.11) 預期的;盼望中的;未來的,,6
7657,provincial,(adj.10) 省的;鄉氣的,,6
7658,punctual,(adj.8) 準時的,,6
7659,quarrelsome,(adj.11) 喜歡爭吵的,,6
7660,radiant,(adj.7) 光芒四射的;容光煥發的;發熱的,,6
7661,radiate,(adj.7) 具輻射部的;輻射狀的,,6
7662,radical,(adj.7) 基本的;徹底的,,6
7663,random,(adj.6) 胡亂的;隨機的,,6
7664,rash,(adj.4) 輕率的;急躁的,,6
7665,rational,(adj.8) 理性的;明事理的;合理的,,6
7666,recipient,(adj.9) 接受的;受領的,,6
7667,recreational,(adj.12) 消遣的;娛樂的;休養的,,6
7668,redundant,(adj.9) 多餘的;過剩的,,6
7669,reflective,(adj.10) 反射的;沈思的;反映的,,6
7670,regardless,"(adj.10) 不注意的,不留心的;不關心的",,6
7671,relevant,(adj.8) 有關的;切題的,,6
7672,renowned,(adj.8) 有名的;有聲譽的,,6
7673,residential,(adj.11) 居住的;住宅的,,6
7674,resistant,(adj.9) 抵抗的,,6
7675,resolute,(adj.8) 堅決的;不屈不撓的,,6
7676,respective,(adj.10) 分別的;各自的,,6
7677,retail,(adj.6) 零售的,,6
7678,rhythmic,(adj.8) 有節奏的;有韻律的,,6
7679,rigorous,(adj.8) 嚴格的;嚴厲的;嚴密的,,6
7680,ritual,(adj.6) (宗教)儀式的;典禮的,,6
7681,ruby,(adj.4) 紅寶石色的,,6
7682,sane,(adj.4) 神志正常的;頭腦清楚的,,6
7683,scenic,(adj.6) 風景的;景色秀麗的,,6
7684,selective,(adj.9) 有選擇性的,,6
7685,sentimental,(adj.11) 情深的;情感;多愁善感的,,6
7686,serene,(adj.6) 安詳的;寧靜的,,6
7687,sheer,(adj.5) 全然的;(紡織物)極薄的;陡峭的,,6
7688,shrewd,(adj.6) 精明的;狡猾的;機靈的,,6
7689,simultaneous,(adj.12) 同時發生的;同步的,,6
7690,skeptical,(adj.9) 懷疑的;多疑的,,6
7691,sneaky,(adj.6) 鬼鬼祟祟的,,6
7692,sociable,(adj.8) 好交際的;善交際的,,6
7693,sophisticated,(adj.13) 老於世故的;精通的;精密的,,6
7694,spacious,(adj.8) 寬敞的;廣闊的,,6
7695,spectacular,(adj.11) 壯觀的;壯麗的,,6
7696,spiral,(adj.6) 螺旋(形)的;盤旋的,,6
7697,spontaneous,(adj.11) 自發的;自然的,,6
7698,stationary,(adj.10) 不動的;定居的,,6
7699,strategic,(adj.9) 戰略的,,6
7700,subjective,(adj.10) 主觀的;個人的;主詞的,,6
7701,subordinate,(adj.11) 下級的;次要的;從屬的,,6
7702,subsequent,(adj.10) 隨後的;接著發生的,,6
7703,subtle,(adj.6) 微妙的;難捉摸的,,6
7704,suburban,(adj.8) 郊區的;近郊的,,6
7705,successive,(adj.10) 連續的;後繼的;繼承的,,6
7706,superb,"(adj.6) 宏偉的;華麗的; 上乘的,一流的",,6
7707,supersonic,(adj.10) 超音波的;超音速的,,6
7708,superstitious,(adj.13) 迷信的,,6
7709,surplus,(adj.7) 過剩的;剩餘的,,6
7710,symbolic,(adj.8) 象徵的;符號的,,6
7711,synthetic,(adj.9) 綜合(性)的;合成的;人造的,,6
7712,tedious,(adj.7) 冗長乏味的;使人厭煩的,,6
7713,textile,(adj.7) 紡織的,,6
7714,theatrical,(adj.10) 劇場的;戲劇的;戲劇性的,,6
7715,theoretical,(adj.11) 理論的;非應用的;假設的,,6
7716,thrifty,(adj.7) 節儉的;茂盛的,,6
7717,tranquil,(adj.8) 平靜的;安靜的;安寧的,,6
7718,triumphant,(adj.10) 勝利的;得意洋洋的,,6
7719,trivial,(adj.7) 瑣細的;平凡的,,6
7720,tropic,(adj.6) 熱帶的,,6
7721,truant,(adj.6) 逃學的;玩忽職守的,,6
7722,ultimate,(adj.8) 最後的;最終的,,6
7723,unanimous,(adj.9) 全體一致的,,6
7724,utmost,(adj.6) 最大的;最遠的;極度的,,6
7725,valiant,(adj.7) 勇敢的;英勇的,,6
7726,valid,(adj.5) 有根據的;有效的,,6
7727,variable,(adj.8) 易變的;變異的,,6
7728,versatile,(adj.9) 多才多藝的;多功能的,,6
7729,vicious,(adj.7) 惡意的;惡毒的,,6
7730,victorious,(adj.10) 勝利的,,6
7731,virtual,(adj.7) 實質上的;虛擬的,,6
7732,vocal,(adj.5) 聲音的;用言語表達的,,6
7733,vocational,(adj.10) 職業的,,6
7734,vulgar,(adj.6) 粗俗的;下流的,,6
7735,vulnerable,(adj.10) 易受傷的;有弱點的,,6
7736,waterproof,(adj.10) 防水的,,6
7737,watertight,(adj.10) 不透水的;無懈可擊的,,6
7738,whatsoever,(adj.10) 不管什麼樣的;無論怎麼的,,6
7739,witty,(adj.5) 機智的;說話風趣的,,6
7740,abbreviate,(v.10) 縮寫,,6
7741,abound,(v.6) 大量存在;富足;充滿,,6
7742,abuse,(v.5) 濫用;虐待,,6
7743,accelerate,(v.10) 加快;增長,,6
7744,accommodate,(v.11) 能容納;能提供...膳宿;給...方便,,6
7745,accord,(v.6) (與...)一致;調解,,6
7746,accumulate,(v.10) 累積;積聚,,6
7747,addict,(v.6) 使沈溺;使成癮,,6
7748,administer,(v.10) 管理;給予;執行,,6
7749,administrate,(v.12) 管理;支配,,6
7750,advocate,(v.8) 擁護;提倡,,6
7751,affirm,(v.6) 斷言;申明;堅稱,,6
7752,alienate,(v.8) 使疏遠;離間,,6
7753,allocate,(v.8) 分派;分配,,6
7754,ambush,(v.6) 埋伏下;伏擊,,6
7755,amplify,(v.7) 放大(聲音等);擴大,,6
7756,animate,(v.7) 賦予生命;繪製(卡通影片),,6
7757,anticipate,(v.10) 預期;預先考慮到,,6
7758,apprentice,(v.10) 當學徒,,6
7759,approximate,(v.11) 接近;近似;大致估計,,6
7760,articulate,(v.10) 清晰地講話;相互連貫,,6
7761,assassinate,"(v.11) 暗殺,詆毀",,6
7762,assert,(v.6) 斷言;堅持,,6
7763,assess,(v.6) 估價;評價,,6
7764,attain,(v.6) 達到;獲得,,6
7765,auction,(v.7) 拍賣,,6
7766,authorize,(v.9) 授權給;批准,,6
7767,autograph,(v.9) 親筆簽名於,,6
7768,beckon,(v.6) (招手或點頭)示意;召喚,,6
7769,besiege,(v.7) 圍攻;圍困;煩擾,,6
7770,betray,(v.6) 背叛;出賣,,6
7771,bias,(v.4) 使存偏見,,6
7772,blunder,(v.7) 犯大錯;出漏子,,6
7773,blunt,(v.5) 使鈍;使遲鈍;減弱,,6
7774,bombard,(v.7) 砲擊;不斷攻擊;連續提出問題,,6
7775,boost,(v.5) 舉;抬;推動;促進,,6
7776,boycott,(v.7) 聯合抵制,,6
7777,brew,(v.4) 釀造;醞釀著,,6
7778,buckle,(v.6) 扣住;垮掉;讓步,,6
7779,canvas,(v.6) 用帆布覆蓋;用帆布裝備,,6
7780,caption,(v.7) 加標題於,,6
7781,caress,(v.6) 愛撫;撫摸;寵愛,,6
7782,cater,(v.5) 承辦宴席;迎合,,6
7783,certify,(v.7) 證明;保證;發證書(或執照等),,6
7784,characterize,(v.12) 描繪...的特性;具有...的特徵,,6
7785,chariot,(v.7) 駕馭(戰車或馬車),,6
7786,chuckle,(v.7) 咯咯地笑;暗自發笑,,6
7787,civilize,"(v.8) 使文明,使開化",,6
7788,clamp,(v.5) 鉗緊;夾住;強行實施;取締,,6
7789,cleanse,(v.7) 清洗;淨化,,6
7790,clench,(v.6) 緊握;緊咬,,6
7791,clone,(v.5) 複製,,6
7792,coincide,(v.8) 同時發生;巧合;一致,,6
7793,collide,(v.7) 相撞;衝突;抵觸,,6
7794,commemorate,(v.11) 慶祝;紀念,,6
7795,commence,(v.8) 開始;著手;得學位,,6
7796,compensate,(v.10) 補償;賠償;酬報,,6
7797,compile,(v.7) 匯編;收集(資料等);編譯(程式),,6
7798,complement,(v.10) 補充;補足;與...相配,,6
7799,comprise,(v.8) 包括;由...組成,,6
7800,concede,(v.7) (勉強)承認;讓步;承認失敗,,6
7801,condense,(v.8) 濃縮;縮短;凝結,,6
7802,confer,(v.6) 授予(學位等);給予;協商,,6
7803,conform,(v.7) 遵照;符合;使一致,,6
7804,contradict,(v.10) 否定(陳述等);反駁;與...矛盾,,6
7805,coordinate,"(v.10) 協調,調節; 協調一致",,6
7806,core,(v.4) 挖去...的果核,,6
7807,covet,(v.5) 垂涎;貪圖,,6
7808,cramp,(v.5) 用夾鉗夾緊;限制;約束,,6
7809,crook,(v.5) 使彎曲;成鉤形,,6
7810,cruise,(v.6) 巡航;航遊;緩慢巡行,,6
7811,crumble,(v.7) 粉碎;崩潰;(希望等)破滅,,6
7812,crust,(v.5) 結成外殼;覆有硬皮,,6
7813,cultivate,(v.9) 栽培(作物等);養殖(魚等);培育,,6
7814,decline,"(v.7) 下降,下跌,衰退,婉拒,謝絕",,6
7815,dedicate,(v.8) 奉獻;獻身於;舉行落成典禮,,6
7816,deem,(v.4) 認為;視作,,6
7817,defect,(v.6) 逃跑;脫離;背叛,,6
7818,degrade,(v.7) 貶低;降級;降低,,6
7819,deliberate,(v.10) 仔細考慮;商議,,6
7820,denounce,(v.8) 譴責;告發,,6
7821,depict,(v.6) 描畫;雕出;描述,,6
7822,deprive,(v.7) 剝奪,,6
7823,derive,(v.6) 取得;衍生出,,6
7824,descend,(v.7) (走)下來;下降;來自於,,6
7825,designate,(v.9) 標出;指定;定名為;委任,,6
7826,detach,(v.6) 分開;拆卸;派遣,,6
7827,detain,(v.6) 留住;扣留,,6
7828,deter,(v.5) 嚇住;使斷念,,6
7829,deteriorate,(v.11) 惡化;(價值)下降;退化;墮落,,6
7830,devalue,(v.7) 降低價值;(貨幣)貶值,,6
7831,diagnose,(v.8) 診斷,,6
7832,diagram,"(v.7) 用圖解法表示,圖示",,6
7833,dictate,"(v.7) 口授,口述,",,6
7834,differentiate,(v.13) 構成差別;區分,,6
7835,diminish,(v.8) 減少;減小;縮減,,6
7836,disable,(v.7) 使失去能力;使傷殘,,6
7837,disapprove,(v.10) 不贊成;不同意,,6
7838,discharge,(v.9) 卸貨;發射;排出;釋放;解雇,,6
7839,disclose,(v.8) 使露出;揭發;透露,,6
7840,discomfort,(v.10) 使不舒服;使不安,,6
7841,disgrace,(v.8) 使丟臉,,6
7842,dismantle,(v.9) 去掉覆蓋物;拆除,,6
7843,dismay,(v.6) 使驚慌;使沮喪,,6
7844,dispatch,(v.8) 派遣;發送,,6
7845,disperse,(v.8) 驅散;解散;散佈,,6
7846,displace,(v.8) 迫使離開;取代;免職,,6
7847,displease,(v.9) 使不高興;得罪,,6
7848,disregard,(v.9) 漠視,,6
7849,dissolve,(v.8) 分解;使融化,,6
7850,dissuade,(v.8) 勸阻,,6
7851,distort,(v.7) 扭曲;曲解;變形,,6
7852,distract,(v.8) 轉移(目標);使分心,,6
7853,distrust,(v.8) 不信任;懷疑,,6
7854,diversify,(v.9) 使多樣化,,6
7855,divert,(v.6) 轉向;改道;使分心,,6
7856,dome,(v.4) 成圓頂狀,,6
7857,donate,"(v.6) 捐獻,捐贈",,6
7858,doom,(v.4) 注定;使失敗;毀滅,,6
7859,drizzle,(v.7) 下毛毛雨,,6
7860,dynamite,(v.8) 用炸藥爆破;炸毀,,6
7861,ebb,(v.3) 退潮;衰退,,6
7862,embark,(v.6) 上船(或飛機等);從事,,6
7863,emigrate,(v.8) 移居外國(或外地),,6
7864,enact,(v.5) 制定(法律);扮演(角色),,6
7865,enhance,"(v.7) 提高,增加",,6
7866,enlighten,(v.9) 啟發;啟迪,,6
7867,enrich,(v.6) 使富裕;使豐富;使肥沃,,6
7868,erode,(v.5) 腐蝕;侵蝕;磨損,,6
7869,escalate,(v.8) 使逐步上升(增強或擴大),,6
7870,evacuate,(v.8) 撤離;避難;疏散,,6
7871,evolve,(v.6) 使逐步形成;發展,,6
7872,excerpt,(v.7) 摘錄;引用,,6
7873,exert,(v.5) 用(力);施加,,6
7874,expel,(v.5) 驅逐;排出;開除,,6
7875,expire,(v.6) 失效;滿期;吐氣,,6
7876,exploit,"(v.7) 開發,開採,開拓",,6
7877,extract,(v.7) 取出;抽出;提煉;摘錄,,6
7878,facilitate,(v.10) 使容易;促進;幫助,,6
7879,flare,(v.5) 閃耀;(搖曳不定地)燃燒;閃亮,,6
7880,flicker,(v.7) 閃爍;搖曳;忽隱忽現,,6
7881,fling,(v.5) (用力地)扔;擲,,6
7882,flutter,(v.7) 振翼;飄動;(心臟等)不規則跳動,,6
7883,foresee,(v.7) 預見;預知,,6
7884,formulate,(v.9) 使公式化;規劃;配製,,6
7885,forsake,(v.7) 拋棄;革除,,6
7886,fortify,(v.7) 築防禦工事於;增強,,6
7887,foster,(v.6) 養育;培養;促進,,6
7888,fracture,(v.8) 使斷裂;使折斷;使骨折,,6
7889,fragment,(v.8) 使成碎片,,6
7890,freak,(v.5) 使瘋狂;使反常,,6
7891,fret,(v.4) 使苦惱;使煩躁,,6
7892,generalize,(v.10) 泛論;概括,,6
7893,generate,(v.8) 產生;發生(熱;電;光等),,6
7894,glisten,(v.7) 閃耀;閃亮,,6
7895,graph,(v.5) 用圖表表示,,6
7896,grill,(v.5) (用烤架)烤(魚、肉等);拷問,,6
7897,grope,(v.5) 觸摸;暗中摸;探索,,6
7898,hack,(v.4) 劈;砍,,6
7899,hail,(v.4) 向...歡呼;招呼;下冰雹,,6
7900,harass,(v.6) 騷擾;使煩惱,,6
7901,hazard,(v.6) 冒險作出,,6
7902,highlight,(v.9) 用強光照射;使顯著;使突出,,6
7903,hospitalize,(v.11) 住院治療,,6
7904,humiliate,(v.9) 羞辱;使丟臉,,6
7905,hunch,(v.5) 隆起;彎成弓狀,,6
7906,hurdle,(v.6) 跨(欄);克服(困難),,6
7907,illuminate,(v.10) 照亮;用燈裝飾;啟發,,6
7908,implement,(v.9) 履行;實施;執行,,6
7909,imprison,(v.8) 監禁;束縛,,6
7910,incline,(v.7) 傾斜;屈身;有意,,6
7911,infer,"(v.5) 推斷,推論",,6
7912,inhabit,(v.7) 居住於;棲息於,,6
7913,inject,(v.6) 注射(藥液等),,6
7914,integrate,(v.9) 使結合;求積分,,6
7915,intervene,(v.9) 介入;干預;調停,,6
7916,intimidate,(v.10) 威嚇;脅迫,,6
7917,intrude,(v.7) 侵入;闖入,,6
7918,inventory,(v.9) 把...登入目錄;盤存,,6
7919,irritate,(v.8) 使惱怒;使煩躁,,6
7920,kidnap,(v.6) 綁架;劫持,,6
7921,lament,(v.6) 哀悼;悲痛;痛哭,,6
7922,legitimate,(v.10) 使合法,,6
7923,liberate,"(v.8) 解放,使獲自由",,6
7924,lounge,(v.6) (懶洋洋地)倚靠;閒蕩,,6
7925,lure,(v.4) 誘惑;以誘餌吸引,,6
7926,manipulate,(v.10) 操作;運用;操縱;對...做手腳,,6
7927,mar,(v.3) 毀損;損傷;玷污,,6
7928,massacre,(v.8) 屠殺;使慘敗,,6
7929,meditate,(v.8) 沈思;深思熟慮,,6
7930,mellow,(v.6) 使成熟;使圓熟,,6
7931,merchandise,(v.11) 買賣;經營,,6
7932,merge,(v.5) 合併;融合,,6
7933,migrate,(v.7) 移居;定期移棲;回游,,6
7934,mimic,(v.5) 模仿;與...極相似,,6
7935,miniature,(v.9) 是...的縮影,,6
7936,minimize,(v.8) 使減到最少(或最小);低估,,6
7937,mobilize,(v.8) 動員;調動,,6
7938,mold,(v.4) 鑄造;塑造;發霉,,6
7939,mute,(v.4) 消除(聲音);減輕(聲音),,6
7940,narrate,(v.7) 講(故事);敘述;作旁白,,6
7941,nourish,(v.7) 養育;滋養,,6
7942,nurture,(v.7) 養育;培育,,6
7943,oblige,(v.6) 使不得不;迫使;施恩於,,6
7944,obscure,(v.7) 使變暗;遮掩;使難理解,,6
7945,oppress,(v.7) 壓迫;壓制,,6
7946,originate,(v.9) 發源;來自,,6
7947,outfit,(v.6) 裝備;配備;供給,,6
7948,outlaw,(v.6) 宣佈...為不合法;禁止,,6
7949,outnumber,(v.9) 數量上超過,,6
7950,outrage,(v.7) 激起義憤;激怒;施暴行,,6
7951,overlap,(v.7) 與...部分重疊,,6
7952,overturn,(v.8) 使翻轉;翻倒;推翻,,6
7953,paralyze,(v.8) 使麻痺;使癱瘓,,6
7954,peddle,(v.6) 挨戶兜售;沿街叫賣,,6
7955,pension,(v.7) 發給...退休金(或養老金等),,6
7956,persevere,(v.9) 堅持不懈;不屈不撓,,6
7957,phase,(v.5) 使定相;使同步;分階段實行,,6
7958,pierce,(v.6) 刺穿;穿透,,6
7959,poach,(v.5) 水煮(蛋);偷獵;侵佔,,6
7960,ponder,(v.6) 仔細考慮;衡量;回想,,6
7961,populate,(v.8) 居住於;移民於,,6
7962,posture,(v.7) 擺出姿勢;故作姿態,,6
7963,precede,(v.7) 處在...之前;(地位等)高於,,6
7964,preface,(v.7) 為...加序言(或開場白),,6
7965,prejudice,(v.9) 使抱偏見;使懷成見,,6
7966,prescribe,(v.9) 規定;指定;開(藥方),,6
7967,preside,(v.7) 主持;管轄,,6
7968,presume,(v.7) 假定;認為;擅自(做),,6
7969,prohibit,(v.8) 禁止,,6
7970,propel,(v.6) 推進;推動;驅策,,6
7971,prosecute,(v.9) 對...起訴;告發,,6
7972,provoke,(v.7) 對...挑釁;煽動;激怒,,6
7973,prowl,(v.5) (野獸等)四處覓食;徘徊,,6
7974,purify,(v.6) 使純淨;淨化,,6
7975,quench,(v.6) 壓制;抑制;解(渴);熄滅,,6
7976,query,(v.5) 詢問;對...表示疑問,,6
7977,radiate,(v.7) (光、熱等)散發;輻射;煥發,,6
7978,raft,(v.4) 用筏子運送;划筏,,6
7979,raid,(v.4) 襲擊;劫掠,,6
7980,ransom,(v.6) 贖回;向...勒索贖金,,6
7981,ravage,(v.6) 蹂躪;使荒蕪,,6
7982,reconcile,(v.9) 和解;使一致;使安於,,6
7983,recruit,(v.7) 徵募;雇用;補充,,6
7984,recur,(v.5) 再發生;再現,,6
7985,refine,(v.6) 提煉;精鍊,,6
7986,refund,(v.6) 退還;歸還;償還,,6
7987,rehearse,"(v.8) 排練,排演",,6
7988,rein,(v.4) (用韁繩)勒住;駕馭;控制,,6
7989,reinforce,(v.9) 增援;加強;加深,,6
7990,relay,(v.5) 轉達;轉播,,6
7991,relish,(v.6) 喜愛;愛好;加佐料,,6
7992,render,(v.6) 使得;使成為;提供,,6
7993,repress,(v.7) 抑制;鎮壓,,6
7994,retail,(v.6) 以零售方式;以零售價格,,6
7995,retaliate,(v.9) 報復,,6
7996,retrieve,(v.8) 收回;檢索;使恢復,,6
7997,ridicule,(v.8) 嘲笑;戲弄,,6
7998,riot,(v.4) 參加(或發動)暴亂;放縱,,6
7999,rotate,(v.6) 旋轉;輪流,,6
8000,safeguard,(v.9) 保護;防衛,,6
8001,sanction,(v.8) 對...實施制裁,,6
8002,script,(v.6) 把...改編為劇本,,6
8003,seduce,(v.6) 誘惑;引誘,,6
8004,sequence,(v.8) 排序,,6
8005,shed,(v.4) 流出;毛髮等脫落;蛻(殼等),,6
8006,shoplift,(v.8) 冒充顧客在商店內偷竊,,6
8007,shun,(v.4) 躲開;迴避,,6
8008,signify,(v.7) 表示...的意思;意味著,,6
8009,simplify,"(v.8) 簡化,精簡;使單純;使平易",,6
8010,skim,"(v.4) 去,去除;瀏覽,略讀",,6
8011,slang,"(v.5) 用粗話罵;欺騙,詐取",,6
8012,slash,(v.5) (用刀;劍等)砍;大幅度削減,,6
8013,slot,(v.4) 開狹長的孔;把...納入序列中,,6
8014,slum,(v.4) 去貧民窟,,6
8015,smack,(v.5) 略有滋味;掌摑;咂(嘴);響吻,,6
8016,smother,(v.7) 使窒息;悶住(火);扼殺,,6
8017,smuggle,(v.7) 走私,,6
8018,snare,(v.5) (用陷阱等)捕捉;誘...入圈套,,6
8019,sneer,(v.5) 輕蔑地笑;譏諷,,6
8020,soar,(v.4) 往上飛舞;翱翔;暴漲,,6
8021,socialize,(v.9) 交際;社會主義化,,6
8022,soothe,(v.6) 安慰;哄;減輕,,6
8023,span,(v.4) 跨越;在...架橋,,6
8024,specialize,(v.10) 專攻;專門從事,,6
8025,specify,(v.7) 具體指定;詳細指明,,6
8026,speculate,(v.9) 推測;投機;推斷,,6
8027,spike,(v.5) 用大釘釘牢;用尖物刺穿,,6
8028,spiral,(v.6) 盤旋;成螺旋形,,6
8029,spire,(v.5) 螺旋形上升;發芽,,6
8030,sponsor,(v.7) 發起;主辦;倡議;贊助,,6
8031,sprawl,(v.6) 伸開四肢躺(或爬);蔓生,,6
8032,stabilize,(v.9) 使穩定;使穩固,,6
8033,stalk,(v.5) 偷偷靠近;追蹤,,6
8034,stammer,(v.7) 口吃;結結巴巴地說話,,6
8035,staple,(v.6) 用U形釘固定;用釘書針釘,,6
8036,starch,(v.6) 給(衣服等)上澱粉漿,,6
8037,stimulate,(v.9) 刺激;激勵;使興奮;促使,,6
8038,stock,(v.5) 給(商店)辦貨;貯存,,6
8039,strangle,(v.8) 勒死;扼住;悶住,,6
8040,stunt,(v.5) 表演絕技;妨礙,,6
8041,subordinate,(v.11) 使居次要地位;使隸屬;使服從,,6
8042,subscribe,(v.9) 訂閱;認捐;簽名,,6
8043,suffocate,(v.9) 使窒息;扼制,,6
